57.756	57.756	1
59.416	59.416	2
61.576	61.576	3
65.556	65.556	4
67.946	67.946	5
71.896	71.896	6
73.286	73.286	7
74.826	74.826	8
75.656	75.656	9
76.496	76.496	10
77.226	77.226	11
78.136	78.136	12
78.886	78.886	13
79.696	79.696	14
80.486	80.486	15
81.236	81.236	16
81.986	81.986	17
82.746	82.746	18
83.566	83.566	19
84.346	84.346	20
85.106	85.106	21
85.886	85.886	22
86.676	86.676	23
87.446	87.446	24
88.236	88.236	25
88.996	88.996	26
89.796	89.796	27
90.586	90.586	28
91.346	91.346	29
92.116	92.116	30
92.946	92.946	31
93.696	93.696	32
94.476	94.476	33
95.286	95.286	34
96.066	96.066	35
96.856	96.856	36
97.586	97.586	37
98.356	98.356	38
99.146	99.146	39
99.936	99.936	40
100.746	100.746	41
101.466	101.466	42
102.916	102.916	43
103.846	103.846	44
104.566	104.566	45
105.306	105.306	46
106.106	106.106	47
106.786	106.786	48
107.606	107.606	49
108.336	108.336	50
109.106	109.106	51
110.506	110.506	52
112.076	112.076	53
112.906	112.906	54
113.736	113.736	55
115.096	115.096	56
115.996	115.996	57
116.766	116.766	58
117.516	117.516	59
118.206	118.206	60
118.926	118.926	61
119.736	119.736	62
120.446	120.446	63
121.096	121.096	64
121.896	121.896	65
122.696	122.696	66
123.496	123.496	67
124.246	124.246	68
124.946	124.946	69
126.386	126.386	70
127.406	127.406	71
128.216	128.216	72
129.246	129.246	73
130.456	130.456	74
131.946	131.946	75
132.706	132.706	76
133.446	133.446	77
134.166	134.166	78
134.926	134.926	79
135.696	135.696	80
136.486	136.486	81
137.256	137.256	82
137.996	137.996	83
138.706	138.706	84
139.416	139.416	85
140.226	140.226	86
141.236	141.236	87
141.526	141.526	88
141.836	141.836	89
142.186	142.186	90
142.586	142.586	91
142.946	142.946	92
143.316	143.316	93
143.706	143.706	94
144.076	144.076	95
144.496	144.496	96
144.876	144.876	97
145.246	145.246	98
145.626	145.626	99
145.976	145.976	100
146.326	146.326	101
146.716	146.716	102
147.096	147.096	103
147.496	147.496	104
147.866	147.866	105
148.226	148.226	106
148.596	148.596	107
148.986	148.986	108
149.396	149.396	109
149.776	149.776	110
150.146	150.146	111
150.526	150.526	112
150.916	150.916	113
151.286	151.286	114
151.566	151.566	115
152.016	152.016	116
152.396	152.396	117
153.176	153.176	118
153.976	153.976	119
154.716	154.716	120
155.436	155.436	121
156.186	156.186	122
156.906	156.906	123
157.666	157.666	124
158.396	158.396	125
159.186	159.186	126
159.976	159.976	127
160.686	160.686	128
161.446	161.446	129
162.216	162.216	130
163.016	163.016	131
163.866	163.866	132
164.066	164.066	133
164.276	164.276	134
164.476	164.476	135
164.806	164.806	136
165.196	165.196	137
166.006	166.006	138
166.816	166.816	139
167.576	167.576	140
167.906	167.906	141
168.356	168.356	142
169.146	169.146	143
169.846	169.846	144
170.606	170.606	145
170.956	170.956	146
171.286	171.286	147
172.156	172.156	148
172.336	172.336	149
172.556	172.556	150
172.836	172.836	151
173.086	173.086	152
173.736	173.736	153
173.946	173.946	154
174.126	174.126	155
174.356	174.356	156
174.646	174.646	157
175.216	175.216	158
176.006	176.006	159
176.186	176.186	160
176.396	176.396	161
176.596	176.596	162
176.916	176.916	163
177.256	177.256	164
178.196	178.196	165
179.006	179.006	166
179.736	179.736	167
180.496	180.496	168
181.276	181.276	169
182.056	182.056	170
182.776	182.776	171
183.546	183.546	172
184.276	184.276	173
185.096	185.096	174
185.816	185.816	175
186.626	186.626	176
187.446	187.446	177
188.166	188.166	178
188.866	188.866	179
189.686	189.686	180
190.446	190.446	181
191.286	191.286	182
192.066	192.066	183
192.806	192.806	184
193.536	193.536	185
194.246	194.246	186
194.946	194.946	187
195.736	195.736	188
196.536	196.536	189
197.256	197.256	190
197.986	197.986	191
198.716	198.716	192
199.486	199.486	193
200.286	200.286	194
200.536	200.536	195
200.736	200.736	196
200.926	200.926	197
201.126	201.126	198
201.316	201.316	199
201.516	201.516	200
201.786	201.786	201
202.486	202.486	202
203.316	203.316	203
203.576	203.576	204
203.746	203.746	205
203.946	203.946	206
204.116	204.116	207
204.436	204.436	208
204.806	204.806	209
205.646	205.646	210
206.366	206.366	211
207.106	207.106	212
207.896	207.896	213
208.616	208.616	214
209.396	209.396	215
210.916	210.916	216
211.236	211.236	217
211.656	211.656	218
213.986	213.986	219
214.306	214.306	220
214.696	214.696	221
216.836	216.836	222
217.616	217.616	223
218.526	218.526	224
219.266	219.266	225
220.036	220.036	226
220.776	220.776	227
221.536	221.536	228
222.256	222.256	229
223.066	223.066	230
223.806	223.806	231
224.526	224.526	232
225.336	225.336	233
226.146	226.146	234
226.916	226.916	235
227.676	227.676	236
232.906	232.906	237
233.726	233.726	238
233.946	233.946	239
234.126	234.126	240
234.306	234.306	241
234.636	234.636	242
235.026	235.026	243
235.826	235.826	244
236.666	236.666	245
237.456	237.456	246
238.246	238.246	247
239.046	239.046	248
239.746	239.746	249
240.446	240.446	250
241.176	241.176	251
242.026	242.026	252
242.786	242.786	253
243.536	243.536	254
244.256	244.256	255
245.076	245.076	256
245.916	245.916	257
246.096	246.096	258
246.246	246.246	259
246.416	246.416	260
246.616	246.616	261
246.966	246.966	262
247.876	247.876	263
248.796	248.796	264
249.546	249.546	265
249.896	249.896	266
250.416	250.416	267
251.166	251.166	268
251.896	251.896	269
252.236	252.236	270
252.656	252.656	271
252.806	252.806	272
252.976	252.976	273
253.266	253.266	274
254.216	254.216	275
254.876	254.876	276
255.626	255.626	277
255.876	255.876	278
256.046	256.046	279
256.196	256.196	280
256.386	256.386	281
256.576	256.576	282
256.786	256.786	283
257.186	257.186	284
257.906	257.906	285
258.126	258.126	286
258.286	258.286	287
258.446	258.446	288
258.626	258.626	289
258.846	258.846	290
259.086	259.086	291
259.336	259.336	292
260.226	260.226	293
261.016	261.016	294
261.736	261.736	295
262.486	262.486	296
263.236	263.236	297
263.966	263.966	298
264.166	264.166	299
264.366	264.366	300
264.516	264.516	301
265.056	265.056	302
265.646	265.646	303
266.316	266.316	304
267.046	267.046	305
267.726	267.726	306
268.446	268.446	307
270.186	270.186	308
270.366	270.366	309
270.536	270.536	310
270.716	270.716	311
270.926	270.926	312
271.126	271.126	313
271.496	271.496	314
272.316	272.316	315
273.176	273.176	316
273.356	273.356	317
273.536	273.536	318
273.716	273.716	319
273.886	273.886	320
274.156	274.156	321
274.506	274.506	322
275.356	275.356	323
276.226	276.226	324
276.416	276.416	325
276.606	276.606	326
276.786	276.786	327
277.006	277.006	328
277.226	277.226	329
277.566	277.566	330
278.416	278.416	331
279.246	279.246	332
279.436	279.436	333
279.616	279.616	334
279.786	279.786	335
279.996	279.996	336
280.256	280.256	337
280.486	280.486	338
281.506	281.506	339
282.316	282.316	340
282.516	282.516	341
282.706	282.706	342
282.876	282.876	343
283.086	283.086	344
283.306	283.306	345
283.516	283.516	346
283.706	283.706	347
284.486	284.486	348
285.346	285.346	349
285.606	285.606	350
285.796	285.796	351
285.986	285.986	352
286.226	286.226	353
286.466	286.466	354
286.736	286.736	355
287.576	287.576	356
288.386	288.386	357
288.596	288.596	358
288.776	288.776	359
288.956	288.956	360
289.136	289.136	361
289.346	289.346	362
289.556	289.556	363
289.786	289.786	364
290.606	290.606	365
291.426	291.426	366
291.626	291.626	367
291.806	291.806	368
291.996	291.996	369
292.216	292.216	370
292.456	292.456	371
292.726	292.726	372
293.666	293.666	373
294.456	294.456	374
294.666	294.666	375
294.846	294.846	376
295.016	295.016	377
295.226	295.226	378
295.416	295.416	379
295.866	295.866	380
298.986	298.986	381
